date,symbol,decision
2022-05-05,TATACONSUM,EXIT
2022-05-05,TATASTEEL,REDUCE
2022-05-06,CIPLA,EXIT
2022-05-06,MAXHEALTH,EXIT
2022-05-06,TATASTEEL,EXIT
2022-05-09,JSWSTEEL,EXIT
2022-05-09,SBIN,EXIT
2022-05-09,TRENT,EXIT
2022-05-10,ADANIPORTS,EXIT
2022-05-10,COALINDIA,EXIT
2022-05-11,BAJAJ-AUTO,REDUCE
2022-05-12,BAJAJ-AUTO,EXIT
2022-05-12,RELIANCE,EXIT
2022-05-13,BAJAJ-AUTO,REDUCE
2022-05-13,BHARTIARTL,EXIT
2022-05-16,BAJAJ-AUTO,HOLD
2022-05-16,EICHERMOT,REDUCE
2022-05-16,MAXHEALTH,REDUCE
2022-05-17,M&M,HOLD
2022-05-17,MAXHEALTH,EXIT
2022-05-18,MARUTI,REDUCE
2022-05-19,MARUTI,EXIT
2022-05-19,MAXHEALTH,REDUCE
2022-05-20,MARUTI,REDUCE
2022-05-20,MAXHEALTH,EXIT
2022-05-20,RELIANCE,REDUCE
2022-05-23,ASIANPAINT,REDUCE
2022-05-23,HINDUNILVR,REDUCE
2022-05-23,MARUTI,HOLD
2022-05-23,MAXHEALTH,REDUCE
2022-05-23,RELIANCE,HOLD
2022-05-24,ASIANPAINT,EXIT
2022-05-24,HINDUNILVR,EXIT
2022-05-24,KOTAKBANK,REDUCE
2022-05-24,MAXHEALTH,EXIT
2022-05-27,MAXHEALTH,REDUCE
2022-05-30,COALINDIA,REDUCE
2022-05-30,ICICIBANK,REDUCE
2022-05-30,MAXHEALTH,EXIT
2022-05-31,COALINDIA,HOLD
2022-05-31,KOTAKBANK,EXIT
2022-05-31,MAXHEALTH,REDUCE
2022-05-31,SBILIFE,REDUCE
2022-05-31,SUNPHARMA,REDUCE
2022-06-01,MAXHEALTH,EXIT
2022-06-02,MAXHEALTH,REDUCE
2022-06-02,SBILIFE,EXIT
2022-06-03,MAXHEALTH,EXIT
2022-06-07,ICICIBANK,EXIT
2022-06-09,SBILIFE,REDUCE
2022-06-10,ONGC,REDUCE
2022-06-13,SBILIFE,EXIT
2022-06-13,SUNPHARMA,EXIT
2022-06-14,ONGC,EXIT
2022-06-17,EICHERMOT,EXIT
2022-06-20,EICHERMOT,REDUCE
2022-06-20,NTPC,EXIT
2022-06-20,POWERGRID,EXIT
2022-06-22,RELIANCE,EXIT
2022-06-23,EICHERMOT,HOLD
2022-06-24,HINDUNILVR,REDUCE
2022-06-27,HINDUNILVR,EXIT
2022-06-27,MAXHEALTH,REDUCE
2022-06-28,HINDUNILVR,REDUCE
2022-06-28,MAXHEALTH,EXIT
2022-06-29,HINDUNILVR,EXIT
2022-06-30,SHRIRAMFIN,REDUCE
2022-07-01,COALINDIA,REDUCE
2022-07-01,SHRIRAMFIN,EXIT
2022-07-04,HINDUNILVR,REDUCE
2022-07-04,SHRIRAMFIN,REDUCE
2022-07-05,SHRIRAMFIN,EXIT
2022-07-06,NESTLEIND,REDUCE
2022-07-06,SHRIRAMFIN,REDUCE
2022-07-06,SBIN,REDUCE
2022-07-06,TRENT,REDUCE
2022-07-07,COALINDIA,HOLD
2022-07-07,ICICIBANK,REDUCE
2022-07-08,SBILIFE,REDUCE
2022-07-08,TATACONSUM,REDUCE
2022-07-11,DRREDDY,REDUCE
2022-07-13,CIPLA,REDUCE
2022-07-13,MAXHEALTH,REDUCE
2022-07-13,SUNPHARMA,REDUCE
2022-07-21,ADANIPORTS,REDUCE
2022-07-21,LT,REDUCE
2022-07-22,AXISBANK,REDUCE
2022-07-26,ASIANPAINT,REDUCE
2022-07-28,BAJFINANCE,REDUCE
2022-08-01,HDFCBANK,REDUCE
2022-08-01,JSWSTEEL,REDUCE
2022-08-01,TITAN,REDUCE
2022-08-02,INDIGO,REDUCE
2022-08-02,NTPC,REDUCE
2022-08-04,AXISBANK,REDUCE
2022-08-05,ULTRACEMCO,REDUCE
2022-08-08,ADANIPORTS,REDUCE
2022-08-08,BAJAJFINSV,REDUCE
2022-08-08,ICICIBANK,REDUCE
2022-08-10,APOLLOHOSP,REDUCE
2022-08-10,ASIANPAINT,REDUCE
2022-08-10,GRASIM,REDUCE
2022-08-10,ICICIBANK,HOLD
2022-08-10,JSWSTEEL,REDUCE
2022-08-12,APOLLOHOSP,EXIT
2022-08-12,TATASTEEL,REDUCE
2022-08-12,ULTRACEMCO,EXIT
2022-08-18,ULTRACEMCO,REDUCE
2022-08-19,BAJFINANCE,REDUCE
2022-08-19,BHARTIARTL,REDUCE
2022-08-19,HDFCBANK,REDUCE
2022-08-23,ASIANPAINT,REDUCE
2022-08-25,ADANIPORTS,HOLD
2022-08-29,BAJFINANCE,REDUCE
2022-08-29,NTPC,HOLD
2022-08-30,ASIANPAINT,HOLD
2022-09-05,SUNPHARMA,REDUCE
2022-09-07,BAJAJ-AUTO,REDUCE
2022-09-08,AXISBANK,HOLD
2022-09-09,APOLLOHOSP,REDUCE
2022-09-09,BAJAJFINSV,REDUCE
2022-09-09,KOTAKBANK,REDUCE
2022-09-09,TATASTEEL,EXIT
2022-09-12,BAJFINANCE,HOLD
2022-09-12,KOTAKBANK,HOLD
2022-09-13,JSWSTEEL,HOLD
2022-09-14,APOLLOHOSP,EXIT
2022-09-14,BHARTIARTL,HOLD
2022-09-14,TATASTEEL,REDUCE
2022-09-14,ULTRACEMCO,EXIT
2022-09-15,DRREDDY,EXIT
2022-09-15,GRASIM,REDUCE
2022-09-15,HINDUNILVR,REDUCE
2022-09-15,INDIGO,EXIT
2022-09-15,NESTLEIND,REDUCE
2022-09-19,GRASIM,HOLD
2022-09-19,TATACONSUM,REDUCE
2022-09-20,APOLLOHOSP,REDUCE
2022-09-20,TATASTEEL,EXIT
2022-09-23,HINDUNILVR,HOLD
2022-09-27,BAJAJ-AUTO,EXIT
2022-09-29,SUNPHARMA,HOLD
2022-09-30,ADANIPORTS,EXIT
2022-10-10,APOLLOHOSP,REDUCE
2022-10-12,ASIANPAINT,REDUCE
2022-10-13,BAJFINANCE,REDUCE
2022-10-14,DRREDDY,REDUCE
2022-10-14,HINDUNILVR,REDUCE
2022-10-17,M&M,REDUCE
2022-10-18,BAJFINANCE,HOLD
2022-10-20,DRREDDY,HOLD
2022-10-21,ASIANPAINT,EXIT
2022-10-21,HCLTECH,REDUCE
2022-10-21,JSWSTEEL,EXIT
2022-10-25,BAJFINANCE,REDUCE
2022-10-25,M&M,HOLD
2022-10-28,POWERGRID,REDUCE
2022-10-28,SBILIFE,REDUCE
2022-10-31,POWERGRID,HOLD
2022-11-01,JSWSTEEL,REDUCE
2022-11-01,SHRIRAMFIN,EXIT
2022-11-02,JSWSTEEL,HOLD
2022-11-04,ADANIPORTS,REDUCE
2022-11-04,APOLLOHOSP,EXIT
2022-11-09,ADANIPORTS,HOLD
2022-11-11,INFY,REDUCE
2022-11-11,POWERGRID,EXIT
2022-11-14,APOLLOHOSP,REDUCE
2022-11-14,HCLTECH,REDUCE
2022-11-14,HINDALCO,REDUCE
2022-11-14,INFY,EXIT
2022-11-15,APOLLOHOSP,EXIT
2022-11-15,BAJAJFINSV,REDUCE
2022-11-15,EICHERMOT,REDUCE
2022-11-15,HINDALCO,EXIT
2022-11-15,M&M,REDUCE
2022-11-15,TATACONSUM,EXIT
2022-11-16,APOLLOHOSP,REDUCE
2022-11-16,HINDALCO,REDUCE
2022-11-16,TCS,REDUCE
2022-11-16,TITAN,REDUCE
2022-11-16,TRENT,REDUCE
2022-11-17,APOLLOHOSP,EXIT
2022-11-17,GRASIM,REDUCE
2022-11-17,HCLTECH,EXIT
2022-11-18,HCLTECH,REDUCE
2022-11-18,MARUTI,REDUCE
2022-11-18,NTPC,REDUCE
2022-11-18,TCS,EXIT
2022-11-21,APOLLOHOSP,REDUCE
2022-11-21,BAJFINANCE,EXIT
2022-11-21,BEL,REDUCE
2022-11-23,SHRIRAMFIN,REDUCE
2022-11-24,APOLLOHOSP,EXIT
2022-11-24,NTPC,HOLD
2022-11-24,ONGC,REDUCE
2022-11-24,POWERGRID,REDUCE
2022-11-24,SHRIRAMFIN,EXIT
2022-11-24,TCS,REDUCE
2022-11-25,APOLLOHOSP,REDUCE
2022-11-25,HINDALCO,EXIT
2022-11-25,MARUTI,HOLD
2022-11-25,ONGC,EXIT
2022-11-28,APOLLOHOSP,EXIT
2022-11-28,HDFCLIFE,REDUCE
2022-11-28,INFY,REDUCE
2022-11-28,MARUTI,REDUCE
2022-11-28,RELIANCE,REDUCE
2022-11-29,APOLLOHOSP,REDUCE
2022-11-29,HDFCLIFE,EXIT
2022-11-29,HINDUNILVR,HOLD
2022-11-29,TRENT,HOLD
2022-11-30,APOLLOHOSP,EXIT
2022-11-30,HDFCLIFE,REDUCE
2022-11-30,HINDALCO,REDUCE
2022-11-30,ITC,REDUCE
2022-11-30,INDIGO,REDUCE
2022-11-30,ONGC,REDUCE
2022-11-30,SHRIRAMFIN,REDUCE
2022-12-01,APOLLOHOSP,REDUCE
2022-12-01,HCLTECH,HOLD
2022-12-01,HDFCLIFE,EXIT
2022-12-01,HINDALCO,EXIT
2022-12-01,ONGC,EXIT
2022-12-01,TATASTEEL,REDUCE
2022-12-02,APOLLOHOSP,HOLD
2022-12-02,CIPLA,REDUCE
2022-12-02,GRASIM,HOLD
2022-12-02,HDFCLIFE,REDUCE
2022-12-02,HINDALCO,REDUCE
2022-12-02,INDIGO,EXIT
2022-12-02,ONGC,REDUCE
2022-12-05,HDFCLIFE,EXIT
2022-12-05,HINDALCO,EXIT
2022-12-06,HDFCLIFE,REDUCE
2022-12-06,HINDALCO,REDUCE
2022-12-06,INFY,EXIT
2022-12-06,SHRIRAMFIN,HOLD
2022-12-07,EICHERMOT,EXIT
2022-12-07,HDFCLIFE,EXIT
2022-12-07,HINDALCO,EXIT
2022-12-07,INFY,REDUCE
2022-12-07,INDIGO,REDUCE
2022-12-07,POWERGRID,HOLD
2022-12-08,DRREDDY,REDUCE
2022-12-08,HDFCLIFE,REDUCE
2022-12-08,HINDALCO,REDUCE
2022-12-08,TCS,EXIT
2022-12-09,HCLTECH,EXIT
2022-12-09,HDFCLIFE,EXIT
2022-12-09,HINDALCO,EXIT
2022-12-09,INFY,EXIT
2022-12-09,TATASTEEL,EXIT
2022-12-12,HDFCLIFE,REDUCE
2022-12-12,HINDALCO,REDUCE
2022-12-12,INFY,REDUCE
2022-12-12,KOTAKBANK,REDUCE
2022-12-12,NTPC,REDUCE
2022-12-12,RELIANCE,HOLD
2022-12-12,SUNPHARMA,REDUCE
2022-12-12,TATASTEEL,REDUCE
2022-12-13,HINDALCO,EXIT
2022-12-13,INFY,EXIT
2022-12-13,TRENT,REDUCE
2022-12-14,HCLTECH,REDUCE
2022-12-14,HDFCLIFE,EXIT
2022-12-14,HINDALCO,REDUCE
2022-12-14,INFY,REDUCE
2022-12-14,MAXHEALTH,REDUCE
2022-12-15,HCLTECH,EXIT
2022-12-15,HDFCLIFE,REDUCE
2022-12-15,HINDALCO,EXIT
2022-12-15,ICICIBANK,REDUCE
2022-12-15,INFY,EXIT
2022-12-15,INDIGO,HOLD
2022-12-16,HINDALCO,REDUCE
2022-12-16,NESTLEIND,REDUCE
2022-12-16,POWERGRID,EXIT
2022-12-19,COALINDIA,REDUCE
2022-12-19,NTPC,HOLD
2022-12-19,NESTLEIND,HOLD
2022-12-19,POWERGRID,REDUCE
2022-12-20,MAXHEALTH,HOLD
2022-12-20,NTPC,REDUCE
2022-12-20,POWERGRID,HOLD
2022-12-21,BHARTIARTL,REDUCE
2022-12-21,GRASIM,REDUCE
2022-12-21,HDFCLIFE,HOLD
2022-12-21,KOTAKBANK,EXIT
2022-12-21,TATACONSUM,REDUCE
2022-12-21,TATASTEEL,EXIT
2022-12-22,BAJAJFINSV,EXIT
2022-12-22,GRASIM,HOLD
2022-12-22,MARUTI,EXIT
2022-12-22,SUNPHARMA,HOLD
2022-12-22,TATACONSUM,HOLD
2022-12-22,TATASTEEL,REDUCE
2022-12-23,ADANIPORTS,EXIT
2022-12-23,TRENT,EXIT
2022-12-27,GRASIM,REDUCE
2022-12-29,HINDUNILVR,REDUCE
2022-12-29,SBILIFE,HOLD
2022-12-30,TATASTEEL,HOLD
2023-01-03,ONGC,HOLD
2023-01-03,SUNPHARMA,REDUCE
2023-01-05,APOLLOHOSP,REDUCE
2023-01-05,DRREDDY,EXIT
2023-01-05,NESTLEIND,REDUCE
2023-01-05,SUNPHARMA,HOLD
2023-01-09,HINDUNILVR,HOLD
2023-01-09,RELIANCE,REDUCE
2023-01-12,HCLTECH,REDUCE
2023-01-12,POWERGRID,EXIT
2023-01-17,HCLTECH,HOLD
2023-01-19,POWERGRID,REDUCE
2023-01-19,RELIANCE,EXIT
2023-01-20,M&M,HOLD
2023-01-20,MAXHEALTH,REDUCE
2023-01-20,POWERGRID,HOLD
2023-01-23,MAXHEALTH,HOLD
2023-01-23,TECHM,REDUCE
2023-01-23,TITAN,EXIT
2023-01-25,BAJAJ-AUTO,REDUCE
2023-01-25,CIPLA,EXIT
2023-01-25,COALINDIA,HOLD
2023-01-25,GRASIM,EXIT
2023-01-25,ITC,HOLD
2023-01-25,MAXHEALTH,REDUCE
2023-01-27,MARUTI,REDUCE
2023-01-27,MAXHEALTH,HOLD
2023-01-30,MARUTI,HOLD
2023-01-30,NTPC,HOLD
2023-01-31,BEL,EXIT
2023-02-01,EICHERMOT,REDUCE
2023-02-01,INFY,REDUCE
2023-02-01,POWERGRID,EXIT
2023-02-02,DRREDDY,REDUCE
2023-02-02,ICICIBANK,EXIT
2023-02-03,DRREDDY,HOLD
2023-02-06,POWERGRID,REDUCE
2023-02-07,COALINDIA,REDUCE
2023-02-07,POWERGRID,HOLD
2023-02-08,EICHERMOT,EXIT
2023-02-08,INFY,HOLD
2023-02-10,BAJAJ-AUTO,REDUCE
2023-02-13,EICHERMOT,REDUCE
2023-02-13,TITAN,REDUCE
2023-02-14,APOLLOHOSP,EXIT
2023-02-14,INFY,REDUCE
2023-02-14,TITAN,HOLD
2023-02-15,INFY,HOLD
2023-02-16,APOLLOHOSP,REDUCE
2023-02-16,EICHERMOT,HOLD
2023-02-16,INDIGO,EXIT
2023-02-16,NESTLEIND,HOLD
2023-02-17,APOLLOHOSP,HOLD
2023-02-17,COALINDIA,HOLD
2023-02-17,ETERNAL,EXIT
2023-02-17,HINDUNILVR,REDUCE
2023-02-22,HINDUNILVR,EXIT
2023-02-22,INFY,REDUCE
2023-03-01,AXISBANK,REDUCE
2023-03-03,ICICIBANK,REDUCE
2023-03-03,INFY,EXIT
2023-03-03,JSWSTEEL,REDUCE
2023-03-03,NESTLEIND,EXIT
2023-03-03,TRENT,REDUCE
2023-03-06,BHARTIARTL,EXIT
2023-03-06,ICICIBANK,HOLD
2023-03-08,MAXHEALTH,REDUCE
2023-03-08,SUNPHARMA,REDUCE
2023-03-09,MAXHEALTH,HOLD
2023-03-10,APOLLOHOSP,REDUCE
2023-03-21,SUNPHARMA,REDUCE
2023-03-22,ADANIENT,EXIT
2023-03-22,APOLLOHOSP,EXIT
2023-03-22,EICHERMOT,EXIT
2023-03-22,HDFCLIFE,EXIT
2023-03-22,HINDALCO,EXIT
2023-03-22,ICICIBANK,REDUCE
2023-03-22,JSWSTEEL,EXIT
2023-03-22,M&M,EXIT
2023-03-22,MARUTI,EXIT
2023-03-22,SBILIFE,EXIT
