date,symbol,decision
2021-04-22,AXISBANK,EXIT
2021-04-22,BAJAJ-AUTO,EXIT
2021-04-22,BAJFINANCE,EXIT
2021-04-22,BEL,EXIT
2021-04-22,BHARTIARTL,EXIT
2021-04-22,COALINDIA,EXIT
2021-04-22,DRREDDY,REDUCE
2021-04-22,EICHERMOT,EXIT
2021-04-22,HDFCBANK,EXIT
2021-04-22,HDFCLIFE,REDUCE
2021-04-22,ICICIBANK,EXIT
2021-04-22,ITC,REDUCE
2021-04-22,INDIGO,EXIT
2021-04-22,KOTAKBANK,EXIT
2021-04-22,LT,EXIT
2021-04-22,M&M,EXIT
2021-04-22,MARUTI,EXIT
2021-04-22,MAXHEALTH,REDUCE
2021-04-22,NESTLEIND,EXIT
2021-04-22,ONGC,REDUCE
2021-04-22,RELIANCE,EXIT
2021-04-22,SHRIRAMFIN,REDUCE
2021-04-22,SBIN,EXIT
2021-04-22,TCS,REDUCE
2021-04-22,TITAN,REDUCE
2021-04-22,ULTRACEMCO,REDUCE
2021-04-23,SHRIRAMFIN,HOLD
2021-04-26,HCLTECH,REDUCE
2021-04-26,HDFCLIFE,HOLD
2021-04-27,HDFCLIFE,REDUCE
2021-04-28,INDIGO,REDUCE
2021-04-28,SHRIRAMFIN,REDUCE
2021-04-29,INDIGO,HOLD
2021-04-30,ONGC,HOLD
2021-04-30,TITAN,HOLD
2021-05-03,TECHM,REDUCE
2021-05-04,BAJFINANCE,REDUCE
2021-05-04,BEL,REDUCE
2021-05-04,TITAN,REDUCE
2021-05-05,BEL,HOLD
2021-05-05,TRENT,REDUCE
2021-05-06,TCS,HOLD
2021-05-07,COALINDIA,REDUCE
2021-05-07,NTPC,REDUCE
2021-05-10,COALINDIA,HOLD
2021-05-10,NTPC,HOLD
2021-05-10,NESTLEIND,REDUCE
2021-05-10,POWERGRID,REDUCE
2021-05-10,TECHM,HOLD
2021-05-11,TATACONSUM,REDUCE
2021-05-12,POWERGRID,HOLD
2021-05-14,ITC,HOLD
2021-05-14,TATACONSUM,HOLD
2021-05-17,ICICIBANK,REDUCE
2021-05-17,MAXHEALTH,REDUCE
2021-05-17,SHRIRAMFIN,HOLD
2021-05-17,TECHM,REDUCE
2021-05-18,BAJAJ-AUTO,REDUCE
2021-05-18,BAJFINANCE,HOLD
2021-05-18,ICICIBANK,HOLD
2021-05-18,TITAN,HOLD
2021-05-18,TRENT,EXIT
2021-05-18,ULTRACEMCO,HOLD
2021-05-19,BAJAJ-AUTO,HOLD
2021-05-19,NESTLEIND,HOLD
2021-05-24,SBIN,REDUCE
2021-05-24,TCS,REDUCE
2021-05-24,TATACONSUM,REDUCE
2021-05-25,DRREDDY,HOLD
2021-05-25,SBIN,HOLD
2021-05-25,TCS,HOLD
2021-05-25,TATACONSUM,HOLD
2021-05-26,ITC,REDUCE
2021-06-02,ULTRACEMCO,REDUCE
2021-06-03,RELIANCE,REDUCE
2021-06-04,HINDUNILVR,REDUCE
2021-06-04,LT,REDUCE
2021-06-07,LT,HOLD
2021-06-10,TRENT,REDUCE
2021-06-11,TRENT,HOLD
2021-06-14,ADANIPORTS,REDUCE
2021-06-14,MAXHEALTH,HOLD
2021-06-17,ADANIPORTS,EXIT
2021-06-18,AXISBANK,REDUCE
2021-06-18,EICHERMOT,REDUCE
2021-06-18,HINDALCO,REDUCE
2021-06-18,SHRIRAMFIN,REDUCE
2021-06-22,AXISBANK,HOLD
2021-06-23,EICHERMOT,HOLD
2021-06-23,MARUTI,REDUCE
2021-06-23,SUNPHARMA,REDUCE
2021-06-24,APOLLOHOSP,REDUCE
2021-06-25,APOLLOHOSP,HOLD
2021-06-28,TECHM,HOLD
2021-07-02,RELIANCE,HOLD
2021-07-08,ULTRACEMCO,HOLD
2021-07-12,RELIANCE,REDUCE
2021-07-13,SHRIRAMFIN,HOLD
2021-07-15,HCLTECH,HOLD
2021-07-15,TCS,REDUCE
2021-07-19,SHRIRAMFIN,REDUCE
2021-07-22,MARUTI,HOLD
2021-07-26,BAJAJ-AUTO,REDUCE
2021-07-28,BHARTIARTL,REDUCE
2021-07-28,CIPLA,REDUCE
2021-07-29,BHARTIARTL,HOLD
2021-07-29,HINDALCO,HOLD
2021-07-30,AXISBANK,REDUCE
2021-07-30,SUNPHARMA,HOLD
2021-08-10,TCS,HOLD
2021-08-11,SHRIRAMFIN,EXIT
2021-08-17,COALINDIA,REDUCE
2021-08-17,HINDUNILVR,HOLD
2021-08-23,HDFCBANK,REDUCE
2021-08-23,HDFCLIFE,EXIT
2021-08-23,NTPC,REDUCE
2021-08-24,AXISBANK,REDUCE
2021-08-24,HDFCBANK,HOLD
2021-08-27,AXISBANK,REDUCE
2021-08-30,ADANIPORTS,REDUCE
2021-08-30,COALINDIA,EXIT
2021-08-30,DRREDDY,EXIT
2021-08-31,INDIGO,REDUCE
2021-09-01,INDIGO,HOLD
2021-09-06,SBIN,REDUCE
2021-09-08,ONGC,REDUCE
2021-09-15,BAJAJ-AUTO,EXIT
2021-09-15,COALINDIA,REDUCE
2021-09-15,EICHERMOT,EXIT
2021-09-16,HDFCLIFE,REDUCE
2021-09-16,ITC,HOLD
2021-09-16,MARUTI,EXIT
2021-09-17,KOTAKBANK,REDUCE
2021-09-17,POWERGRID,REDUCE
2021-09-20,ONGC,HOLD
2021-09-21,ADANIPORTS,REDUCE
2021-09-22,COALINDIA,HOLD
2021-09-24,ULTRACEMCO,REDUCE
2021-09-28,NTPC,HOLD
2021-09-30,TATACONSUM,REDUCE
2021-10-05,ETERNAL,REDUCE
2021-10-05,ICICIBANK,REDUCE
2021-10-07,APOLLOHOSP,REDUCE
2021-10-07,M&M,REDUCE
2021-10-07,NESTLEIND,REDUCE
2021-10-11,EICHERMOT,REDUCE
2021-10-11,GRASIM,REDUCE
2021-10-12,EICHERMOT,HOLD
2021-10-13,ADANIPORTS,EXIT
2021-10-14,ADANIPORTS,REDUCE
2021-10-14,HDFCLIFE,REDUCE
2021-10-14,TCS,REDUCE
2021-10-18,ADANIPORTS,HOLD
2021-10-18,M&M,HOLD
2021-10-20,APOLLOHOSP,EXIT
2021-10-20,HINDUNILVR,REDUCE
2021-10-20,SBIN,HOLD
2021-10-21,SHRIRAMFIN,REDUCE
2021-10-25,AXISBANK,HOLD
2021-10-25,ICICIBANK,HOLD
2021-10-26,HCLTECH,REDUCE
2021-10-29,MARUTI,REDUCE
2021-10-29,SHRIRAMFIN,REDUCE
2021-11-01,AXISBANK,REDUCE
2021-11-01,ITC,REDUCE
2021-11-01,MARUTI,HOLD
2021-11-02,SHRIRAMFIN,HOLD
2021-11-04,ITC,EXIT
2021-11-08,ITC,REDUCE
2021-11-08,INFY,REDUCE
2021-11-08,ULTRACEMCO,HOLD
2021-11-10,ADANIPORTS,EXIT
2021-11-12,AXISBANK,EXIT
2021-11-15,INFY,HOLD
2021-11-17,APOLLOHOSP,REDUCE
2021-11-17,BAJFINANCE,REDUCE
2021-11-17,HDFCBANK,REDUCE
2021-11-18,APOLLOHOSP,HOLD
2021-11-23,BAJFINANCE,REDUCE
2021-11-24,ADANIPORTS,REDUCE
2021-11-24,CIPLA,EXIT
2021-11-24,ULTRACEMCO,REDUCE
2021-11-25,ADANIPORTS,HOLD
2021-11-26,CIPLA,REDUCE
2021-11-26,ULTRACEMCO,REDUCE
2021-11-29,CIPLA,HOLD
2021-12-02,BEL,REDUCE
2021-12-07,ADANIPORTS,REDUCE
2021-12-07,NESTLEIND,HOLD
2021-12-08,ADANIPORTS,HOLD
2021-12-08,ICICIBANK,REDUCE
2021-12-09,ICICIBANK,HOLD
2021-12-10,TATACONSUM,EXIT
2021-12-14,NESTLEIND,REDUCE
2021-12-14,ULTRACEMCO,REDUCE
2021-12-16,NESTLEIND,HOLD
2021-12-20,TCS,REDUCE
2021-12-21,ULTRACEMCO,REDUCE
2021-12-22,ICICIBANK,EXIT
2021-12-23,TCS,HOLD
2021-12-27,ADANIPORTS,EXIT
2021-12-28,ULTRACEMCO,REDUCE
2021-12-30,DRREDDY,REDUCE
2021-12-30,EICHERMOT,EXIT
2021-12-31,ULTRACEMCO,HOLD
2022-01-03,BHARTIARTL,REDUCE
2022-01-03,EICHERMOT,REDUCE
2022-01-03,HDFCBANK,EXIT
2022-01-03,ICICIBANK,REDUCE
2022-01-03,INDIGO,EXIT
2022-01-03,SBIN,EXIT
2022-01-04,ICICIBANK,HOLD
2022-01-06,ADANIPORTS,REDUCE
2022-01-06,BHARTIARTL,HOLD
2022-01-06,CIPLA,REDUCE
2022-01-06,HINDUNILVR,EXIT
2022-01-10,INDIGO,REDUCE
2022-01-10,JSWSTEEL,REDUCE
2022-01-11,BHARTIARTL,REDUCE
2022-01-12,BHARTIARTL,HOLD
2022-01-14,ADANIPORTS,HOLD
2022-01-17,CIPLA,EXIT
2022-01-19,BHARTIARTL,REDUCE
2022-01-19,ULTRACEMCO,REDUCE
2022-01-21,NTPC,EXIT
2022-01-21,SBIN,REDUCE
2022-01-24,NTPC,REDUCE
2022-01-24,NESTLEIND,REDUCE
2022-01-24,RELIANCE,REDUCE
2022-01-24,SBIN,HOLD
2022-01-24,ULTRACEMCO,EXIT
2022-01-25,AXISBANK,REDUCE
2022-01-25,BAJFINANCE,REDUCE
2022-01-25,BHARTIARTL,HOLD
2022-01-25,M&M,REDUCE
2022-01-25,NTPC,HOLD
2022-01-27,CIPLA,REDUCE
2022-01-27,DRREDDY,EXIT
2022-01-27,NESTLEIND,EXIT
2022-01-28,TITAN,REDUCE
2022-02-01,ADANIPORTS,REDUCE
2022-02-01,TITAN,HOLD
2022-02-02,ADANIPORTS,HOLD
2022-02-02,BAJFINANCE,HOLD
2022-02-04,HDFCBANK,REDUCE
2022-02-04,INFY,REDUCE
2022-02-08,INDIGO,HOLD
2022-02-09,ADANIPORTS,EXIT
2022-02-11,M&M,HOLD
2022-02-15,APOLLOHOSP,EXIT
2022-02-16,RELIANCE,HOLD
2022-02-18,BAJFINANCE,EXIT
2022-02-22,BEL,REDUCE
2022-02-24,M&M,EXIT
2022-02-28,APOLLOHOSP,REDUCE
2022-02-28,BEL,REDUCE
2022-02-28,INFY,REDUCE
2022-03-02,BEL,HOLD
2022-03-02,RELIANCE,EXIT
2022-03-07,TCS,EXIT
2022-03-09,CIPLA,REDUCE
2022-03-11,CIPLA,HOLD
2022-03-11,RELIANCE,REDUCE
2022-03-11,SHRIRAMFIN,EXIT
2022-03-14,ICICIBANK,EXIT
2022-03-14,RELIANCE,HOLD
2022-03-17,ADANIPORTS,REDUCE
2022-03-17,HCLTECH,EXIT
2022-03-17,TATACONSUM,REDUCE
2022-03-17,TECHM,EXIT
2022-03-24,TCS,REDUCE
2022-03-24,TATACONSUM,EXIT
2022-03-28,BAJAJ-AUTO,REDUCE
2022-03-28,EICHERMOT,EXIT
2022-03-31,TATACONSUM,REDUCE
2022-04-01,HDFCLIFE,EXIT
2022-04-04,HCLTECH,REDUCE
2022-04-04,HDFCBANK,REDUCE
2022-04-05,HCLTECH,HOLD
2022-04-06,ADANIPORTS,HOLD
2022-04-07,BAJFINANCE,REDUCE
2022-04-07,HDFCBANK,EXIT
2022-04-07,TITAN,REDUCE
2022-04-08,TITAN,HOLD
2022-04-18,HCLTECH,EXIT
2022-04-18,M&M,REDUCE
2022-04-18,MARUTI,EXIT
2022-04-20,BAJAJ-AUTO,REDUCE
2022-04-21,EICHERMOT,REDUCE
2022-04-21,INDIGO,EXIT
2022-04-25,SBIN,REDUCE
2022-04-28,ONGC,REDUCE
2022-05-02,ONGC,EXIT
2022-05-02,TITAN,REDUCE
2022-05-04,APOLLOHOSP,EXIT
2022-05-04,ASIANPAINT,EXIT
2022-05-04,AXISBANK,EXIT
2022-05-04,BAJAJ-AUTO,EXIT
2022-05-04,BAJFINANCE,EXIT
2022-05-04,BAJAJFINSV,EXIT
2022-05-04,EICHERMOT,EXIT
2022-05-04,GRASIM,EXIT
2022-05-04,HINDALCO,EXIT
2022-05-04,INFY,EXIT
2022-05-04,KOTAKBANK,EXIT
2022-05-04,LT,EXIT
2022-05-04,M&M,REDUCE
2022-05-04,MAXHEALTH,EXIT
2022-05-04,SBILIFE,EXIT
2022-05-04,TCS,EXIT
2022-05-04,TATACONSUM,REDUCE
2022-05-04,TATASTEEL,EXIT
2022-05-04,TITAN,EXIT
2022-05-04,WIPRO,EXIT
2022-05-05,MAXHEALTH,REDUCE
